activity_id,customer_id,activity_date,activity_type,points_change,running_balance,tier_after,channel
LOY000347,CUST0047,2024-07-20,redeem_voucher,-1465,856,Silver,Web
LOY000348,CUST0047,2024-08-30,earn_flight,470,1326,Silver,Web
LOY000349,CUST0047,2024-11-01,earn_flight,846,2172,Silver,Web
LOY000350,CUST0047,2024-11-07,earn_bonus,1640,3812,Silver,Kiosk
LOY000351,CUST0047,2024-04-06,earn_bonus,733,4545,Silver,Kiosk
LOY000352,CUST0048,2024-11-04,earn_flight,677,876,Bronze,Kiosk
LOY000353,CUST0048,2025-01-06,earn_bonus,431,1307,Bronze,Web
LOY000354,CUST0048,2023-12-30,redeem_voucher,-306,1001,Bronze,Kiosk
LOY000355,CUST0048,2024-08-25,earn_bonus,310,1311,Bronze,App
LOY000356,CUST0048,2024-05-28,earn_flight,428,1739,Bronze,Agent
LOY000357,CUST0048,2024-11-13,redeem_voucher,-501,1238,Bronze,Kiosk
LOY000358,CUST0048,2023-11-12,redeem_voucher,-654,584,Bronze,Kiosk
LOY000359,CUST0049,2024-10-08,earn_flight,1128,1486,Bronze,Agent
LOY000360,CUST0049,2024-04-08,earn_flight,267,1753,Bronze,Agent
LOY000361,CUST0050,2024-07-02,redeem_voucher,-886,0,Bronze,Web
LOY000362,CUST0050,2023-12-29,earn_flight,1978,1978,Bronze,Kiosk
LOY000363,CUST0051,2024-12-03,earn_flight,110,823,Bronze,App
LOY000364,CUST0051,2023-08-30,earn_flight,1810,2633,Bronze,Web
LOY000365,CUST0051,2025-02-01,earn_flight,1689,4322,Bronze,Agent
LOY000366,CUST0051,2024-04-10,earn_flight,197,4519,Bronze,Web
LOY000367,CUST0052,2024-11-21,earn_flight,1813,2243,Bronze,Kiosk
LOY000368,CUST0052,2023-08-27,earn_bonus,1277,3520,Bronze,Web
LOY000369,CUST0052,2024-01-05,earn_flight,103,3623,Bronze,Agent
LOY000370,CUST0052,2024-04-13,earn_bonus,483,4106,Bronze,App
LOY000371,CUST0052,2025-01-28,tier_upgrade,0,4106,Bronze,App
LOY000372,CUST0052,2025-01-30,earn_bonus,1710,5816,Bronze,App
LOY000373,CUST0052,2024-09-13,redeem_voucher,-289,5527,Bronze,Kiosk
LOY000374,CUST0052,2024-08-27,earn_flight,133,5660,Bronze,Agent
LOY000375,CUST0052,2023-10-19,earn_flight,1601,7261,Bronze,App
LOY000376,CUST0052,2024-07-16,earn_flight,821,8082,Bronze,Agent
LOY000377,CUST0052,2024-02-06,redeem_voucher,-1151,6931,Bronze,Kiosk
LOY000378,CUST0052,2024-02-13,redeem_voucher,-329,6602,Bronze,Kiosk
LOY000379,CUST0053,2024-03-04,earn_flight,508,546,Bronze,App
LOY000380,CUST0053,2024-06-29,redeem_voucher,-1255,0,Bronze,Kiosk
LOY000381,CUST0053,2024-12-07,earn_flight,1642,1642,Bronze,Web
LOY000382,CUST0053,2024-05-29,earn_flight,1699,3341,Bronze,App
LOY000383,CUST0053,2024-07-15,earn_flight,1737,5078,Bronze,Agent
LOY000384,CUST0053,2024-10-31,redeem_voucher,-1100,3978,Bronze,Kiosk
LOY000385,CUST0054,2024-12-31,redeem_upgrade,-952,0,Bronze,Agent
LOY000386,CUST0054,2023-11-03,redeem_upgrade,-361,0,Bronze,Kiosk
LOY000387,CUST0054,2024-02-11,earn_bonus,757,757,Bronze,App
LOY000388,CUST0054,2023-10-31,earn_flight,705,1462,Bronze,Agent
LOY000389,CUST0055,2024-10-20,earn_flight,1009,1466,Bronze,Agent
LOY000390,CUST0055,2024-11-10,earn_flight,1881,3347,Bronze,Agent
LOY000391,CUST0055,2024-10-29,earn_flight,1720,5067,Bronze,App
LOY000392,CUST0055,2023-10-26,redeem_upgrade,-1031,4036,Bronze,Agent
LOY000393,CUST0055,2025-01-17,redeem_voucher,-527,3509,Bronze,App
LOY000394,CUST0055,2024-01-04,redeem_voucher,-1097,2412,Bronze,App
LOY000395,CUST0055,2023-12-18,earn_flight,1694,4106,Bronze,Agent
LOY000396,CUST0055,2024-08-15,earn_flight,1261,5367,Bronze,App
LOY000397,CUST0055,2024-01-15,redeem_upgrade,-959,4408,Bronze,Agent
LOY000398,CUST0055,2024-11-07,redeem_upgrade,-1375,3033,Bronze,Web
LOY000399,CUST0055,2024-08-20,earn_flight,1430,4463,Bronze,Agent
LOY000400,CUST0056,2023-09-06,redeem_upgrade,-1222,3822,Gold,Kiosk
LOY000401,CUST0056,2023-12-09,earn_flight,633,4455,Gold,Kiosk
LOY000402,CUST0056,2024-03-17,tier_upgrade,0,4455,Gold,Agent
LOY000403,CUST0057,2024-03-02,earn_flight,1846,2557,Bronze,App
LOY000404,CUST0057,2024-11-15,earn_flight,1560,4117,Bronze,Kiosk
LOY000405,CUST0057,2023-11-08,redeem_voucher,-854,3263,Bronze,Agent
LOY000406,CUST0057,2023-10-16,earn_bonus,694,3957,Bronze,Agent
LOY000407,CUST0057,2024-01-19,redeem_upgrade,-556,3401,Bronze,Agent
LOY000408,CUST0057,2025-01-12,earn_flight,511,3912,Bronze,Web
LOY000409,CUST0057,2024-04-09,redeem_upgrade,-253,3659,Bronze,Agent
LOY000410,CUST0057,2024-08-22,earn_flight,1229,4888,Bronze,Web
LOY000411,CUST0057,2023-11-07,earn_flight,915,5803,Bronze,Kiosk
LOY000412,CUST0058,2024-10-03,redeem_voucher,-351,188,Bronze,Web
LOY000413,CUST0058,2024-06-30,earn_bonus,1021,1209,Bronze,Kiosk
LOY000414,CUST0058,2025-01-21,earn_flight,1898,3107,Bronze,Web
LOY000415,CUST0058,2023-12-21,earn_flight,1965,5072,Bronze,App
LOY000416,CUST0058,2023-12-16,earn_bonus,722,5794,Bronze,Web
LOY000417,CUST0058,2024-01-23,earn_flight,1552,7346,Bronze,Web
LOY000418,CUST0058,2024-07-30,redeem_voucher,-1262,6084,Bronze,Agent
LOY000419,CUST0058,2023-10-30,earn_flight,1400,7484,Bronze,Agent
LOY000420,CUST0059,2024-06-16,earn_bonus,291,420,Bronze,Web
LOY000421,CUST0059,2024-01-15,earn_flight,1378,1798,Bronze,Agent
LOY000422,CUST0059,2023-09-22,redeem_voucher,-258,1540,Bronze,App
LOY000423,CUST0059,2023-09-26,redeem_voucher,-1381,159,Bronze,Agent
LOY000424,CUST0059,2024-03-13,redeem_upgrade,-1053,0,Bronze,App
LOY000425,CUST0059,2025-01-01,redeem_voucher,-1317,0,Bronze,Agent
LOY000426,CUST0059,2024-06-15,earn_flight,1748,1748,Bronze,Kiosk
LOY000427,CUST0059,2024-06-10,earn_flight,1510,3258,Bronze,App
LOY000428,CUST0059,2024-01-19,earn_flight,1091,4349,Bronze,Kiosk
LOY000429,CUST0059,2024-03-06,earn_flight,394,4743,Bronze,Agent
LOY000430,CUST0059,2024-07-02,redeem_upgrade,-907,3836,Bronze,Kiosk
LOY000431,CUST0059,2023-12-22,redeem_upgrade,-1254,2582,Bronze,App
LOY000432,CUST0060,2024-11-30,earn_flight,1020,3127,Silver,Web
LOY000433,CUST0060,2024-01-02,earn_flight,694,3821,Silver,Kiosk
LOY000434,CUST0060,2024-10-12,earn_flight,1872,5693,Silver,Web
LOY000435,CUST0060,2024-07-11,redeem_voucher,-840,4853,Silver,Web
LOY000436,CUST0060,2024-01-21,earn_flight,1154,6007,Silver,Kiosk
LOY000437,CUST0061,2025-01-01,earn_flight,905,3747,Silver,Kiosk
LOY000438,CUST0061,2024-04-13,earn_flight,822,4569,Silver,App
LOY000439,CUST0061,2023-10-01,earn_flight,1323,5892,Silver,Kiosk
LOY000440,CUST0061,2024-05-29,earn_bonus,1835,7727,Silver,App
LOY000441,CUST0061,2024-10-25,earn_flight,641,8368,Silver,Agent
LOY000442,CUST0061,2024-09-26,earn_flight,920,9288,Silver,App
LOY000443,CUST0062,2024-02-26,earn_flight,691,1275,Bronze,App
LOY000444,CUST0062,2024-09-09,earn_bonus,1665,2940,Bronze,Agent
LOY000445,CUST0062,2023-12-10,earn_flight,298,3238,Bronze,Kiosk
LOY000446,CUST0062,2024-08-27,redeem_upgrade,-894,2344,Bronze,Agent
LOY000447,CUST0062,2024-01-05,earn_flight,1142,3486,Bronze,Kiosk
LOY000448,CUST0062,2025-01-04,earn_flight,179,3665,Bronze,Web
LOY000449,CUST0062,2024-07-17,redeem_voucher,-1263,2402,Bronze,Kiosk
LOY000450,CUST0062,2024-01-10,earn_bonus,1155,3557,Bronze,Web
LOY000451,CUST0062,2024-07-11,redeem_voucher,-852,2705,Bronze,Web
LOY000452,CUST0062,2024-09-16,tier_upgrade,0,2705,Bronze,Agent
LOY000453,CUST0063,2025-01-11,redeem_voucher,-1290,0,Bronze,Kiosk
LOY000454,CUST0063,2024-06-12,earn_flight,134,134,Bronze,Agent
LOY000455,CUST0063,2024-07-15,redeem_upgrade,-1053,0,Bronze,Agent
LOY000456,CUST0063,2023-09-07,earn_bonus,643,643,Bronze,Web
LOY000457,CUST0063,2023-10-02,earn_bonus,449,1092,Bronze,Kiosk
LOY000458,CUST0063,2024-01-09,redeem_voucher,-696,396,Bronze,App
LOY000459,CUST0063,2023-12-01,earn_flight,1003,1399,Bronze,Agent
LOY000460,CUST0064,2024-10-06,redeem_upgrade,-1040,0,Bronze,Kiosk
LOY000461,CUST0064,2023-10-13,redeem_upgrade,-1262,0,Bronze,Web
LOY000462,CUST0064,2024-07-08,tier_upgrade,0,0,Bronze,Kiosk
LOY000463,CUST0064,2025-01-30,earn_flight,454,454,Bronze,Kiosk
LOY000464,CUST0065,2024-08-07,redeem_upgrade,-741,0,Bronze,Kiosk
LOY000465,CUST0065,2024-02-23,tier_upgrade,0,0,Bronze,Agent
LOY000466,CUST0065,2024-06-11,earn_flight,709,709,Bronze,Agent
LOY000467,CUST0065,2024-03-10,redeem_upgrade,-1201,0,Bronze,Agent
LOY000468,CUST0065,2024-12-14,earn_flight,1728,1728,Bronze,Agent
LOY000469,CUST0065,2024-05-31,earn_flight,1485,3213,Bronze,Kiosk
LOY000470,CUST0065,2024-09-18,redeem_voucher,-499,2714,Bronze,Agent
LOY000471,CUST0066,2023-10-30,earn_flight,1005,1049,Bronze,Agent
LOY000472,CUST0066,2024-12-13,earn_flight,1795,2844,Bronze,Agent
LOY000473,CUST0066,2024-05-15,earn_flight,1360,4204,Bronze,Web
LOY000474,CUST0066,2024-04-15,earn_flight,1953,6157,Bronze,Web
LOY000475,CUST0066,2024-04-05,earn_flight,946,7103,Bronze,Agent
LOY000476,CUST0066,2024-12-06,earn_flight,1678,8781,Bronze,Web
LOY000477,CUST0067,2024-01-19,earn_flight,1903,1909,Bronze,Kiosk
LOY000478,CUST0067,2024-12-11,redeem_upgrade,-788,1121,Bronze,Agent
LOY000479,CUST0067,2024-05-29,earn_bonus,1959,3080,Bronze,App
LOY000480,CUST0067,2024-04-04,earn_bonus,1580,4660,Bronze,App
LOY000481,CUST0067,2024-02-06,earn_flight,1815,6475,Bronze,Web
LOY000482,CUST0067,2023-09-17,tier_upgrade,0,6475,Bronze,Kiosk
LOY000483,CUST0067,2024-12-30,earn_flight,1633,8108,Bronze,Agent
LOY000484,CUST0067,2023-09-18,earn_flight,1263,9371,Bronze,App
LOY000485,CUST0067,2024-07-19,earn_flight,1413,10784,Bronze,Kiosk
LOY000486,CUST0067,2023-12-26,redeem_voucher,-1158,9626,Bronze,Agent
LOY000487,CUST0068,2024-07-14,earn_flight,1039,5618,Gold,Agent
LOY000488,CUST0068,2024-02-17,earn_flight,790,6408,Gold,Agent
LOY000489,CUST0068,2024-02-24,earn_flight,1853,8261,Gold,Kiosk
LOY000490,CUST0069,2024-07-11,earn_flight,1470,4021,Silver,App
LOY000491,CUST0069,2024-02-16,tier_upgrade,0,4021,Silver,Kiosk
LOY000492,CUST0069,2024-07-07,redeem_voucher,-213,3808,Silver,Agent
LOY000493,CUST0069,2024-09-06,earn_flight,1643,5451,Silver,Agent
LOY000494,CUST0069,2024-07-13,earn_flight,1580,7031,Silver,App
LOY000495,CUST0069,2024-05-04,redeem_upgrade,-683,6348,Silver,App
LOY000496,CUST0069,2023-12-10,earn_flight,427,6775,Silver,Kiosk
LOY000497,CUST0069,2025-01-06,redeem_voucher,-836,5939,Silver,App
LOY000498,CUST0069,2024-06-08,earn_flight,552,6491,Silver,Web
LOY000499,CUST0069,2023-12-25,earn_flight,1031,7522,Silver,Agent
LOY000500,CUST0070,2024-12-05,redeem_upgrade,-647,0,Bronze,Web
LOY000501,CUST0070,2023-11-02,earn_bonus,1181,1181,Bronze,Agent
LOY000502,CUST0070,2023-10-29,redeem_voucher,-429,752,Bronze,App
LOY000503,CUST0070,2025-01-09,earn_flight,1199,1951,Bronze,Web
LOY000504,CUST0070,2024-01-26,earn_flight,1165,3116,Bronze,Kiosk
LOY000505,CUST0070,2023-12-08,redeem_upgrade,-1394,1722,Bronze,Kiosk
LOY000506,CUST0070,2023-11-12,redeem_voucher,-1112,610,Bronze,App
LOY000507,CUST0070,2024-11-17,earn_flight,950,1560,Bronze,Kiosk
LOY000508,CUST0070,2023-10-09,earn_bonus,1477,3037,Bronze,Agent
LOY000509,CUST0070,2023-09-02,earn_flight,1772,4809,Bronze,App
LOY000510,CUST0071,2023-10-24,earn_flight,805,1569,Bronze,App
LOY000511,CUST0071,2023-10-11,redeem_voucher,-341,1228,Bronze,Kiosk
LOY000512,CUST0071,2023-09-12,earn_flight,468,1696,Bronze,Web
LOY000513,CUST0071,2024-10-14,earn_flight,1925,3621,Bronze,Kiosk
LOY000514,CUST0071,2024-11-12,redeem_voucher,-973,2648,Bronze,Kiosk
LOY000515,CUST0072,2023-12-25,redeem_upgrade,-912,0,Bronze,App
LOY000516,CUST0072,2024-02-09,tier_upgrade,0,0,Bronze,Kiosk
LOY000517,CUST0072,2023-12-19,redeem_upgrade,-656,0,Bronze,App
LOY000518,CUST0072,2023-09-03,tier_upgrade,0,0,Bronze,Kiosk
LOY000519,CUST0072,2024-10-18,earn_bonus,1786,1786,Bronze,Web
LOY000520,CUST0072,2024-04-20,earn_flight,417,2203,Bronze,Agent
LOY000521,CUST0072,2024-02-20,redeem_voucher,-431,1772,Bronze,App
LOY000522,CUST0072,2024-10-13,earn_bonus,1909,3681,Bronze,App
LOY000523,CUST0072,2024-04-13,earn_flight,306,3987,Bronze,App
LOY000524,CUST0072,2024-11-10,earn_bonus,1540,5527,Bronze,App
LOY000525,CUST0072,2024-04-17,redeem_upgrade,-1023,4504,Bronze,Kiosk
LOY000526,CUST0072,2024-04-06,earn_bonus,1644,6148,Bronze,App
LOY000527,CUST0073,2024-06-02,earn_flight,1976,2120,Bronze,Agent
LOY000528,CUST0073,2024-07-04,earn_flight,1894,4014,Bronze,Web
LOY000529,CUST0073,2025-01-25,earn_flight,715,4729,Bronze,Agent
LOY000530,CUST0073,2023-10-12,earn_bonus,1311,6040,Bronze,Web
LOY000531,CUST0073,2024-10-21,earn_bonus,196,6236,Bronze,Agent
LOY000532,CUST0073,2024-09-04,redeem_upgrade,-852,5384,Bronze,Kiosk
LOY000533,CUST0073,2024-10-02,earn_flight,870,6254,Bronze,Web
LOY000534,CUST0073,2024-12-07,earn_flight,561,6815,Bronze,Agent
LOY000535,CUST0073,2024-01-05,redeem_voucher,-318,6497,Bronze,Kiosk
LOY000536,CUST0073,2024-10-10,earn_bonus,374,6871,Bronze,Kiosk
LOY000537,CUST0074,2024-03-06,earn_flight,261,2055,Silver,Kiosk
LOY000538,CUST0074,2024-08-24,earn_flight,1583,3638,Silver,Web
LOY000539,CUST0074,2023-10-02,earn_flight,1479,5117,Silver,App
LOY000540,CUST0074,2023-10-24,earn_flight,1659,6776,Silver,Web
LOY000541,CUST0074,2024-12-13,earn_flight,1957,8733,Silver,Agent
LOY000542,CUST0074,2024-06-16,tier_upgrade,0,8733,Silver,App
LOY000543,CUST0075,2023-12-09,redeem_upgrade,-1180,3555,Gold,Web
LOY000544,CUST0075,2024-03-07,earn_flight,590,4145,Gold,Agent
LOY000545,CUST0075,2024-05-26,earn_flight,1192,5337,Gold,Agent
LOY000546,CUST0075,2024-06-21,earn_flight,1150,6487,Gold,Kiosk
LOY000547,CUST0075,2024-11-30,earn_flight,1579,8066,Gold,Kiosk
LOY000548,CUST0076,2024-03-06,earn_flight,947,1727,Bronze,App
LOY000549,CUST0076,2024-03-24,redeem_upgrade,-233,1494,Bronze,Agent
LOY000550,CUST0076,2024-10-11,earn_flight,501,1995,Bronze,Agent
LOY000551,CUST0076,2024-04-02,earn_flight,1806,3801,Bronze,Web
LOY000552,CUST0076,2025-01-03,earn_bonus,1502,5303,Bronze,Agent
LOY000553,CUST0076,2024-04-30,redeem_upgrade,-1200,4103,Bronze,Kiosk
LOY000554,CUST0076,2024-11-24,earn_flight,1728,5831,Bronze,Agent
LOY000555,CUST0077,2024-12-23,earn_flight,1921,6307,Gold,App
LOY000556,CUST0077,2025-01-28,earn_flight,1834,8141,Gold,App
LOY000557,CUST0077,2023-09-29,redeem_upgrade,-1044,7097,Gold,Web
LOY000558,CUST0077,2024-04-03,earn_flight,409,7506,Gold,App
LOY000559,CUST0078,2024-11-19,earn_flight,1365,6156,Gold,Kiosk
LOY000560,CUST0078,2024-12-22,earn_flight,1189,7345,Gold,Kiosk
LOY000561,CUST0078,2023-08-23,earn_flight,1579,8924,Gold,Agent
LOY000562,CUST0078,2024-05-30,earn_flight,1765,10689,Gold,Kiosk
LOY000563,CUST0078,2024-02-10,earn_flight,297,10986,Gold,Web
LOY000564,CUST0078,2024-04-13,earn_flight,1178,12164,Gold,Agent
LOY000565,CUST0078,2024-08-07,earn_flight,912,13076,Gold,App
LOY000566,CUST0078,2024-08-27,tier_upgrade,0,13076,Gold,Kiosk
LOY000567,CUST0078,2024-04-16,tier_upgrade,0,13076,Gold,Web
LOY000568,CUST0078,2024-06-13,redeem_upgrade,-365,12711,Gold,App
LOY000569,CUST0079,2024-09-02,earn_flight,1074,2256,Silver,App
LOY000570,CUST0079,2023-08-20,redeem_upgrade,-369,1887,Silver,Kiosk
LOY000571,CUST0079,2024-10-28,earn_bonus,778,2665,Silver,App
LOY000572,CUST0079,2025-02-01,redeem_voucher,-670,1995,Silver,Web
LOY000573,CUST0079,2024-12-09,earn_flight,1992,3987,Silver,App
LOY000574,CUST0079,2024-05-24,redeem_voucher,-1354,2633,Silver,App
LOY000575,CUST0079,2024-02-10,redeem_voucher,-844,1789,Silver,App
LOY000576,CUST0079,2024-03-10,earn_bonus,1640,3429,Silver,Kiosk
LOY000577,CUST0080,2024-01-24,earn_bonus,1260,1339,Bronze,Kiosk
LOY000578,CUST0080,2024-07-15,earn_flight,1614,2953,Bronze,Web
LOY000579,CUST0080,2023-10-30,earn_bonus,808,3761,Bronze,App
LOY000580,CUST0080,2023-11-19,earn_flight,1817,5578,Bronze,App
LOY000581,CUST0080,2024-07-24,earn_bonus,1357,6935,Bronze,Kiosk
LOY000582,CUST0080,2024-07-10,earn_flight,659,7594,Bronze,Kiosk
LOY000583,CUST0081,2024-08-09,earn_bonus,868,7887,Gold,Kiosk
LOY000584,CUST0081,2024-02-17,redeem_upgrade,-978,6909,Gold,App
LOY000585,CUST0081,2024-06-08,redeem_upgrade,-350,6559,Gold,App
LOY000586,CUST0081,2024-05-11,earn_flight,1557,8116,Gold,Web
LOY000587,CUST0081,2024-09-12,earn_flight,318,8434,Gold,App
LOY000588,CUST0082,2024-11-08,earn_flight,652,1473,Silver,App
LOY000589,CUST0082,2023-12-24,earn_flight,982,2455,Silver,Kiosk
LOY000590,CUST0082,2025-01-16,earn_flight,153,2608,Silver,App
LOY000591,CUST0082,2024-08-07,earn_bonus,1322,3930,Silver,Agent
LOY000592,CUST0082,2024-09-08,earn_flight,947,4877,Silver,Kiosk
LOY000593,CUST0082,2023-11-05,redeem_upgrade,-1345,3532,Silver,Web
LOY000594,CUST0083,2024-01-31,redeem_upgrade,-547,39,Bronze,Web
LOY000595,CUST0083,2024-05-12,earn_flight,1109,1148,Bronze,Web
LOY000596,CUST0083,2023-10-14,earn_flight,665,1813,Bronze,Kiosk
LOY000597,CUST0083,2024-06-12,earn_flight,257,2070,Bronze,Agent
LOY000598,CUST0083,2024-04-24,redeem_voucher,-1480,590,Bronze,Kiosk
LOY000599,CUST0083,2024-02-27,earn_flight,377,967,Bronze,Agent
LOY000600,CUST0083,2023-08-17,redeem_voucher,-880,87,Bronze,Kiosk
LOY000601,CUST0083,2024-07-13,earn_flight,981,1068,Bronze,Web
LOY000602,CUST0083,2024-06-13,earn_flight,1523,2591,Bronze,Web
LOY000603,CUST0083,2024-12-13,earn_flight,915,3506,Bronze,Agent
LOY000604,CUST0084,2024-12-25,tier_upgrade,0,1993,Silver,Web
LOY000605,CUST0084,2024-07-09,earn_flight,1772,3765,Silver,Kiosk
LOY000606,CUST0084,2024-08-18,earn_flight,1254,5019,Silver,Web
LOY000607,CUST0084,2024-02-11,redeem_upgrade,-1326,3693,Silver,App
LOY000608,CUST0084,2024-11-25,redeem_voucher,-629,3064,Silver,Kiosk
LOY000609,CUST0084,2024-06-04,redeem_voucher,-341,2723,Silver,Kiosk
LOY000610,CUST0084,2025-01-03,earn_flight,720,3443,Silver,Web
LOY000611,CUST0084,2024-04-25,redeem_upgrade,-1066,2377,Silver,Kiosk
LOY000612,CUST0084,2023-10-25,earn_flight,1324,3701,Silver,Kiosk
LOY000613,CUST0084,2024-09-24,earn_bonus,1991,5692,Silver,Kiosk
LOY000614,CUST0084,2023-09-17,redeem_upgrade,-936,4756,Silver,App
LOY000615,CUST0084,2023-11-30,redeem_upgrade,-927,3829,Silver,Web
LOY000616,CUST0085,2023-09-25,earn_bonus,1421,2084,Bronze,Kiosk
LOY000617,CUST0085,2024-07-15,tier_upgrade,0,2084,Bronze,Kiosk
LOY000618,CUST0085,2023-11-27,earn_flight,629,2713,Bronze,Web
LOY000619,CUST0085,2025-01-14,redeem_upgrade,-1342,1371,Bronze,Web
LOY000620,CUST0085,2024-11-09,earn_flight,1048,2419,Bronze,Web
LOY000621,CUST0085,2024-07-29,tier_upgrade,0,2419,Bronze,Kiosk
LOY000622,CUST0085,2023-11-26,earn_flight,1985,4404,Bronze,App
LOY000623,CUST0085,2023-12-07,redeem_voucher,-490,3914,Bronze,Agent
LOY000624,CUST0085,2024-06-25,earn_flight,1706,5620,Bronze,Web
LOY000625,CUST0085,2025-01-25,earn_flight,1075,6695,Bronze,App
LOY000626,CUST0085,2024-11-01,redeem_upgrade,-1126,5569,Bronze,Agent
LOY000627,CUST0086,2023-09-25,redeem_voucher,-435,0,Bronze,App
LOY000628,CUST0086,2024-07-27,earn_bonus,1486,1486,Bronze,Web
LOY000629,CUST0086,2024-04-16,earn_bonus,1230,2716,Bronze,Web
LOY000630,CUST0086,2024-07-14,earn_bonus,1046,3762,Bronze,Web
LOY000631,CUST0086,2024-09-28,earn_bonus,481,4243,Bronze,Kiosk
LOY000632,CUST0086,2024-09-19,earn_flight,1357,5600,Bronze,Web
LOY000633,CUST0087,2024-10-23,earn_flight,1543,4184,Silver,Web
LOY000634,CUST0087,2024-03-08,earn_flight,1541,5725,Silver,App
LOY000635,CUST0087,2023-11-23,redeem_upgrade,-1299,4426,Silver,Web
LOY000636,CUST0087,2024-08-19,earn_flight,1037,5463,Silver,App
LOY000637,CUST0087,2024-05-05,redeem_upgrade,-1202,4261,Silver,Agent
LOY000638,CUST0087,2024-09-11,earn_bonus,1302,5563,Silver,App
LOY000639,CUST0087,2024-08-01,earn_flight,1037,6600,Silver,Web
LOY000640,CUST0087,2024-06-10,redeem_voucher,-1408,5192,Silver,App
LOY000641,CUST0087,2023-12-26,earn_flight,588,5780,Silver,Agent
LOY000642,CUST0087,2023-12-08,earn_flight,1520,7300,Silver,Web
LOY000643,CUST0087,2025-01-15,earn_flight,1321,8621,Silver,Web
LOY000644,CUST0088,2024-10-17,earn_flight,1401,1990,Bronze,Web
LOY000645,CUST0088,2024-01-28,earn_flight,387,2377,Bronze,Web
LOY000646,CUST0088,2024-06-28,redeem_voucher,-1468,909,Bronze,App
LOY000647,CUST0088,2024-08-12,tier_upgrade,0,909,Bronze,Kiosk
LOY000648,CUST0088,2023-12-28,earn_flight,886,1795,Bronze,Kiosk
LOY000649,CUST0088,2024-10-02,redeem_upgrade,-1051,744,Bronze,Kiosk
LOY000650,CUST0088,2024-12-23,earn_flight,1257,2001,Bronze,App
LOY000651,CUST0088,2024-03-23,earn_flight,662,2663,Bronze,Web
LOY000652,CUST0089,2024-01-30,redeem_upgrade,-1358,0,Bronze,Kiosk
LOY000653,CUST0089,2025-01-15,earn_flight,333,333,Bronze,Agent
LOY000654,CUST0089,2024-08-20,earn_bonus,1649,1982,Bronze,App
LOY000655,CUST0089,2024-11-04,earn_bonus,970,2952,Bronze,App
LOY000656,CUST0089,2024-04-20,earn_flight,166,3118,Bronze,Kiosk
LOY000657,CUST0089,2024-05-06,earn_flight,1772,4890,Bronze,App
LOY000658,CUST0090,2024-04-09,earn_flight,1610,8206,Gold,Agent
LOY000659,CUST0090,2024-10-22,earn_flight,385,8591,Gold,Web
LOY000660,CUST0090,2024-03-09,redeem_voucher,-1367,7224,Gold,Agent
LOY000661,CUST0091,2024-01-30,earn_flight,1541,2087,Bronze,Agent
LOY000662,CUST0091,2024-06-02,earn_bonus,1857,3944,Bronze,App
LOY000663,CUST0091,2023-12-27,tier_upgrade,0,3944,Bronze,Kiosk
LOY000664,CUST0091,2023-10-10,tier_upgrade,0,3944,Bronze,Web
LOY000665,CUST0091,2023-12-24,earn_flight,1556,5500,Bronze,Agent
LOY000666,CUST0091,2024-04-20,redeem_upgrade,-1004,4496,Bronze,Kiosk
LOY000667,CUST0092,2024-05-12,earn_bonus,868,1014,Bronze,Kiosk
LOY000668,CUST0092,2023-10-27,earn_bonus,1902,2916,Bronze,App
LOY000669,CUST0092,2024-09-26,earn_bonus,669,3585,Bronze,Agent
LOY000670,CUST0092,2024-11-18,tier_upgrade,0,3585,Bronze,Agent
LOY000671,CUST0092,2023-08-13,redeem_voucher,-390,3195,Bronze,Kiosk
LOY000672,CUST0092,2024-08-11,redeem_voucher,-1294,1901,Bronze,Kiosk
LOY000673,CUST0092,2024-03-21,tier_upgrade,0,1901,Bronze,Web
LOY000674,CUST0092,2024-12-29,earn_flight,1796,3697,Bronze,Agent
LOY000675,CUST0092,2024-07-21,earn_bonus,367,4064,Bronze,Kiosk
LOY000676,CUST0092,2024-07-27,redeem_voucher,-299,3765,Bronze,App
LOY000677,CUST0092,2023-11-20,earn_bonus,1813,5578,Bronze,Kiosk
LOY000678,CUST0093,2024-01-19,earn_flight,101,118,Bronze,Kiosk
LOY000679,CUST0093,2024-03-05,tier_upgrade,0,118,Bronze,Web
LOY000680,CUST0093,2024-06-15,earn_flight,1895,2013,Bronze,Agent
LOY000681,CUST0094,2024-08-14,earn_flight,861,957,Bronze,Web
LOY000682,CUST0094,2023-10-03,earn_flight,725,1682,Bronze,Web
LOY000683,CUST0094,2024-10-23,redeem_upgrade,-394,1288,Bronze,App
LOY000684,CUST0094,2024-03-16,earn_flight,371,1659,Bronze,Web
LOY000685,CUST0094,2025-01-23,redeem_upgrade,-219,1440,Bronze,App
LOY000686,CUST0094,2024-07-27,redeem_voucher,-1064,376,Bronze,Web
LOY000687,CUST0094,2024-12-12,earn_flight,884,1260,Bronze,App
LOY000688,CUST0094,2023-11-23,earn_flight,852,2112,Bronze,Agent
LOY000689,CUST0094,2023-12-29,earn_flight,1765,3877,Bronze,Web
LOY000690,CUST0094,2024-01-04,earn_flight,1253,5130,Bronze,App
LOY000691,CUST0094,2024-01-26,earn_flight,1579,6709,Bronze,Web
LOY000692,CUST0094,2024-01-13,redeem_voucher,-1461,5248,Bronze,Kiosk
LOY000693,CUST0095,2023-11-21,earn_flight,352,575,Bronze,Kiosk
